id,longitude,latitude
100,-121.88188000000001,37.2742
767,-121.92196499999999,37.709121
1178,-120.35794299999999,37.672540000000005
1208,-121.493224,38.568383000000004
1596,-122.487734,37.628714
1742,-122.50766499999999,37.758148
1870,-122.24353700000002,38.110553
1872,-122.188702,38.103588
1874,-122.220027,38.066784000000006
2031,-122.42363799999998,37.733207
2063,-122.347209,37.393557
2480,-122.23324699999999,38.122023
2574,-122.286133,37.900737
2586,-121.16166100000001,38.653388
2658,-121.576637,38.538356
2856,-122.580623,37.99
2858,-122.06209399999999,37.324482
2883,-122.06967,37.59633
2906,-122.2397,38.073347999999996
2910,-122.408032,37.778469
2916,-122.06555800000001,37.362176
3015,-122.083298,37.37447
3082,-122.301588,37.906471999999994
3127,-121.04899999999999,37.696999999999996
3184,-122.288992,38.305099
3211,-120.769465,38.388863
3227,-122.23211699999999,37.471940999999994
3247,-122.257593,38.282292
3265,-122.216748,38.413656
3271,-122.342151,38.301803
3277,-120.744499,37.117940000000004
3318,-122.600633,38.247942
3327,-122.15756299999998,37.418683
3329,-120.74452600000001,37.118808
3334,-120.744611,37.118016
3336,-121.91792099999999,37.304996
3451,-122.69058799999999,38.014325
3631,-122.831015,38.407655
3666,-122.41462299999999,37.770439
3758,-122.25892900000001,38.114290000000004
3762,-122.215461,38.095808
3765,-122.14945800000001,38.060789
3791,-122.197826,38.134271000000005
3840,-122.550987,37.974382
3848,-122.63818799999999,38.259795000000004
3852,-121.438074,38.57925
3856,-121.15515900000001,38.739996000000005
3858,-121.63750900000001,37.111191999999996
3894,-121.92271699999999,37.821937
3900,-122.46557299999999,37.75213
3909,-122.458774,37.728475
3926,-122.02973100000001,37.039689
3934,-122.488004,37.619547999999995
3936,-122.040191,38.459879
3939,-122.173721,38.074533
3960,-122.26009599999999,38.14128
3964,-122.200224,38.074216
3970,-122.249604,37.472914
3998,-122.444018,37.734378
4087,-121.832505,37.234582
4091,-122.89390300000001,38.766178000000004
4097,-122.026904,36.955490999999995
4099,-121.80977,37.240967
4101,-122.476532,37.78119
4103,-121.887543,37.236415
4137,-122.277956,38.016884000000005
4161,-122.26453300000001,38.03187
4299,-122.0229,37.2747
4311,-121.20256699999999,38.758456
4339,-122.19350800000001,37.908272
4343,-122.247993,37.333872
4355,-122.034019,36.968538
4372,-122.411868,37.754071
4389,-122.15728600000001,37.846274
4391,-122.024496,38.300408000000004
4421,-122.250681,37.885448
4431,-121.95026499999999,37.248825
4445,-122.451633,37.737735
4478,-122.43616100000001,38.57168
4491,-122.251223,38.092815
4506,-122.27071000000001,37.875165
4575,-121.838373,37.366795
4606,-122.11939,37.280639
4610,-122.061968,37.303525
4613,-120.99483799999999,37.798345
4615,-122.224776,37.457715
4658,-122.01588100000001,37.969026
4766,-122.643194,38.012331
4772,-122.508902,37.968282
4776,-122.277557,37.901638
4782,-122.675545,38.016589
4788,-122.59468000000001,38.111506
4793,-122.633436,37.998215
4797,-122.039374,36.964960999999995
4801,-122.216922,37.784896
4896,-122.544976,37.906037
4904,-122.085101,37.714587
4928,-122.23881399999999,38.090348999999996
4930,-121.728591,38.542326
4952,-121.90337099999999,36.974067
4980,-120.98973500000001,38.67877
5024,-122.20661399999999,37.789281
5044,-122.25515800000001,37.799768
5084,-120.855535,37.523303000000006
5127,-122.25556599999999,38.107731
5151,-122.02301999999999,37.86313
5188,-122.28284099999999,38.013538
5220,-122.23421699999999,37.792463
5236,-122.266754,37.795963
5238,-122.05590500000001,37.59342
5282,-122.249959,37.792675
5340,-121.785504,38.552909
5448,-122.449265,37.730488
5488,-121.91981299999999,36.618025
5492,-121.764859,37.296981
5500,-121.358646,38.564514
5642,-122.497272,37.859305
5650,-122.012,36.981
5776,-122.420984,37.744865000000004
5818,-122.111403,37.89089
5868,-122.19962199999999,37.385324
6014,-122.44351100000002,37.802976
6154,-121.864774,37.736336
6344,-122.405652,37.760301
6384,-122.50298899999999,37.865771
6408,-121.638989,37.095690000000005
6426,-122.710002,38.432590999999995
6564,-122.066689,38.236684999999994
6572,-122.08018899999999,37.354479
6578,-122.25174799999999,38.096160999999995
6962,-121.72282299999999,37.898824
7198,-122.49160900000001,37.91887
7278,-121.49993,38.659195000000004
7282,-122.496871,37.588161
7312,-120.693491,38.691790000000005
7316,-122.289372,37.854831
7428,-122.340847,38.312453000000005
7562,-121.489377,38.586113
7806,-121.737844,38.553649
7846,-121.9294,36.603
8040,-122.558865,38.795204999999996
8056,-120.767197,38.352534999999996
8062,-122.614023,38.755009
8080,-120.58993500000001,38.766279
8084,-121.00556599999999,38.660003
8094,-120.729851,38.743017
8218,-120.530891,38.760144
8246,-121.493126,38.568439
8394,-121.497029,38.560306
8396,-121.493163,38.568405
8408,-121.4913,38.5786
8414,-121.49313300000001,38.568431
8422,-121.497095,38.560307
8424,-121.493163,38.568404
8432,-121.49313300000001,38.568432
8440,-121.49313300000001,38.568433
8474,-122.26311100000001,37.844776
