id,longitude,latitude
954,-122,37.91
955,-121.37,38.67
956,-122.91,39.09
957,-122.37,37.96
958,-121.11,39.37
959,-115.91,33.52
960,-117.79,33.76
961,-118.08,33.91
962,-122.56,38.09
963,-121.18,41.1
964,-117.14,33.8
965,-116.95,34.05
966,-117.41,34.39
967,-118.77,34.18
968,-120.98,35.76
969,-119.3,34.4
970,-120.85,37.76
971,-119.65,37.33
972,-122.27,37.804
973,-121.7,37.99
974,-122.41,38.44
975,-116.13,33.53
976,-122.93,38.4
977,-120.61,35.1
978,-117.31,33.22
979,-116,32.74
980,-119.03,35.42
981,-119.25,34.45
982,-118,36.27
983,-119.81,36.8
984,-121.42,40.67
985,-121.55,39.08
986,-117.61,34.04
987,-118.21,35.68
988,-117.82,33.8
989,-119.32,36.62
990,-121.22,38.69
991,-120.43,34.87
992,-124.07,41.29
993,-122.18,37.88
994,-122.19,39.75
995,-119.29,36.54
996,-121.57,39.5
997,-121.49,39.49
998,-119.21,34.2
999,-122.07,37.99
1000,-121.93,36.62
1001,-122.48,37.61
1002,-121.74,36.9
1003,-121.81,36.87
1004,-121.52,39.43
1005,-116.37,33.74
1006,-116.54,33.8
1007,-118.11,34.59
1008,-122.14,37.4
1009,-122.24,40.55
1010,-114.73,33.43
1011,-118.4,33.79
1012,-118.63,35.81
1013,-118.6,37.48
1014,-122.04,37.01
1015,-121.61,39.76
1016,-118.17,33.9
1017,-120.98,37.61
1018,-120.02,36.95
1019,-121.45,38.5
1020,-120.05,36.93
1021,-119.54,36.61
1022,-118.14,34.16
1023,-122.03,37
1024,-122.55,39.88
1025,-121.14,37.47
1026,-119.3,36.38
1027,-120.18,40.14
1028,-121,40.03
1029,-121.92,40.34
1030,-117.88,35.82
1031,-117.47,33.98
1032,-121.19,39.2
1033,-122.67,38.3
1034,-121.17,38.85
1035,-117.22,33.79
1036,-122.37,37.25
1037,-122.63,38.24
1038,-121.04,37.98
1039,-117.52,34.44
1040,-123.78,40.21
1041,-123.45,39.07
1042,-120.31,38.01
1043,-117.62,34.44
1044,-118.09,33.99
1045,-122.23,37.82
1046,-118.63,36.14
1047,-121,39.43
1048,-121.15,36.18
1049,-118.64,35.87
1050,-120.66,38.41
1051,-124.16,40.73
1052,-119.17,34.84
1053,-120.18,37.86
1054,-116.51,32.84
1055,-122.32,38.01
1056,-120.58,38.44
1057,-118.8,34.41
1058,-120.67,35.14
1059,-121.9,38.02
1060,-119.29,35.98
1061,-117.86,33.88
1062,-120.8,38.73
1063,-119.14,36.14
1064,-120.32,37.29
1065,-122.08,37.95
1066,-121.88,37.67
1067,-121.97,36.96
1068,-120.66,39.8
1069,-121.56,38.99
1070,-120.84,38.48
1071,-123.7,38.91
1072,-122.81,38.08
1073,-120.59,38.76
1074,-117.76,34.06
1075,-118.53,36.11
1076,-119.15,36.06
1077,-122.18,38.04
1078,-119.2,34.16
1079,-119.03,36.06
1080,-120.47,39.82
1081,-122.22,37.37
1082,-118.68,35.8
1083,-118.64,35.81
1084,-116.61,32.61
1085,-123.11,39.32
1086,-117.02,32.99
1087,-121.16,40.21
1088,-122.02,39.4
1089,-122.18,40.08
1090,-121.66,36.81
1091,-118.22,34.65
1092,-120.95,39.93
1093,-121.35,39.43
1094,-120.49,38.32
1095,-117.14,33.41
1096,-119.91,36.6
1097,-116.88,33.05
1098,-120.86,38.12
1099,-121.25,38.57
1100,-117.57,34.12
1101,-116.43,33.76
1102,-121.07,38.51
1103,-118.36,33.76
1104,-116.92,32.76
1105,-117.2,33.02
1106,-117.6,33.63
1107,-122.44,40
1108,-117.66,35.37
1109,-122.24,40.17
1110,-120.61,38.41
1111,-123.95,40.4
1112,-122.37,40.57
1113,-117.17,34.05
1114,-118.38,33.86
1115,-123.82,40.12
1116,-122.21,37.52
1117,-123.2,39.27
1118,-119.45,36.6
1119,-122.1,37.94
1120,-117.39,34.11
1121,-122.17,39.97
1122,-119.11,35.8
1123,-122.36,37.95
1124,-121.75,39.49
1125,-117.66,35.63
1126,-121.36,36.81
1127,-121.88,36.96
1128,-124.11,40.5
1129,-121.44,38.69
1130,-121.53,38.95
1131,-121.7,38.18
1132,-114.65,33.52
1133,-121.13,37.74
1134,-120.75,38.55
1135,-120.94,37.73
1136,-119.87,36.43
1137,-121.04,37.6
1138,-117.39,33.94
1139,-121.71,38.87
1140,-121.32,39.49
1141,-121.25,38.81
1142,-122.25,38.04
1143,-119.14,35.81
1144,-122.7,38.35
1145,-119.8,36.9
1146,-118.35,33.76
1147,-118.35,33.78
1148,-122.33,37.97
1149,-117.16,33.76
1150,-118.22,34.87
1151,-118.04,34.01
1152,-119.2,35.39
1153,-122.73,38.42
1154,-118.08,34.07
1155,-121.36,38.55
1156,-121.3,38.77
1157,-122.56,37.96
1158,-118.08,33.79
1159,-121.14,39.23
1160,-121.94,40.8
1161,-118.58,37.41
1162,-121.01,37.62
1163,-117.89,33.97
1164,-117.42,33.99
1165,-117.11,34.21
1166,-123.35,40.29
1167,-122.42,38.46
1168,-121.47,38.57
1169,-121.09,37.72
1170,-121.63,36.69
1171,-123.06,38.35
1172,-115.96,33.3
1173,-116.01,33.38
1174,-124.19,40.81
1175,-120.68,38.19
1176,-122.57,37.98
1177,-117.66,34.16
1178,-120.91,36.02
1179,-117.3,34.14
1180,-122.43,37.63
1181,-119.25,34.27
1182,-122.27,37.5
1183,-117.61,33.45
1184,-117.13,32.82
1185,-116.79,33.01
1186,-117.81,34.11
1187,-118.44,34.29
1188,-122.4194,37.7749
1189,-118.1,34.09
1190,-122.66,38.01
1191,-116.99,33.8
1192,-120.19,36.61
1193,-121.85,37.3
1194,-121.54,36.85
1195,-117.65,33.5
1196,-122.16,37.7
1197,-122.13,37.67
1198,-121.02,36.13
1199,-120.67,35.27
1200,-117.17,33.13
1201,-118.11,34.12
1202,-121.6,37.08
1203,-122.31,37.56
1204,-122.04,37.89
1205,-120.69,35.75
1206,-122.34,37.96
1207,-118.1,34.14
1208,-122.51,37.98
1209,-121.94,37.76
1210,-121.14,35.62
1211,-121.86,36.63
1212,-119.56,36.7
1213,-117.88,33.74
1214,-119.71,34.4
1215,-121.97,37.36
1216,-118.5,34.41
1217,-122.04,36.97
1218,-118.06,33.93
1219,-120.61,35.39
1220,-120.44,34.93
1221,-118.48,34.02
1222,-121.02,37.1
1223,-119.07,34.35
1224,-122.71,38.45
1225,-118.9,34.25
1226,-118.67,34.26
1227,-122.5,38.01
1228,-120.09,34.62
1229,-116.98,32.86
1230,-122.08,37.89
1231,-122.03,37.27
1232,-119.15,34.28
1233,-120.44,39.63
1234,-122.49,37.86
1235,-124.1,40.48
1236,-122.01,37.06
1237,-123.45,38.72
1238,-121.92,36.98
1239,-118.07,33.75
1240,-117.4,35.77
1241,-121.82,36.62
1242,-122.83,38.4
1243,-115.68,32.79
1244,-119.62,36.57
1245,-118.63,36.19
1246,-123.07,38.38
1247,-119.22,36.49
1248,-120.99,37.61
1249,-119.2,35.48
